,name,synonym,all_possible_synonyms,all_possible_synonyms_formatted,all_possible_synonyms_tok
118,Piper Nigrum Seed Oil,Black Pepper Essential Oil,"Piper Nigrum Seed Oil, Black Pepper Essential Oil","Piper Nigrum Seed Oil, Black Pepper Essential Oil","piper nigrum seed oil, black pepper essential oil"
119,Rubus Occidentalis Fruit Extract,Black Raspberry Fruit Extract,"Rubus Occidentalis Fruit Extract, Black Raspberry Fruit Extract","Rubus Occidentalis Fruit Extract, Black Raspberry Fruit Extract","rubus occidentalis fruit extract, black raspberry fruit extract"
120,Rubus Occidentalis Seed Oil,Black Raspberry Seed Oil,"Rubus Occidentalis Seed Oil, Black Raspberry Seed Oil","Rubus Occidentalis Seed Oil, Black Raspberry Seed Oil","rubus occidentalis seed oil, black raspberry seed oil"
121,Juglans Nigra Bark Extract,Black Walnut Bark Extract,"Juglans Nigra Bark Extract, Black Walnut Bark Extract","Juglans Nigra Bark Extract, Black Walnut Bark Extract","juglans nigra bark extract, black walnut bark extract"
122,Juglans Nigra Leaf Extract,Black Walnut Leaf Extract,"Juglans Nigra Leaf Extract, Black Walnut Leaf Extract","Juglans Nigra Leaf Extract, Black Walnut Leaf Extract","juglans nigra leaf extract, black walnut leaf extract"
123,Juglans Nigra Shell Extract,Black Walnut Shell Extract,"Juglans Nigra Shell Extract, Black Walnut Shell Extract","Juglans Nigra Shell Extract, Black Walnut Shell Extract","juglans nigra shell extract, black walnut shell extract"
124,Rubus Fruticosus Fruit Extract,Blackberry Extract,"Rubus Fruticosus Fruit Extract, Blackberry Extract","Rubus Fruticosus Fruit Extract, Blackberry Extract","rubus fruticosus fruit extract, blackberry extract"
125,Rubus Fruticosus Juice,Blackberry Juice,"Rubus Fruticosus Juice, Blackberry Juice","Rubus Fruticosus Juice, Blackberry Juice","rubus fruticosus juice, blackberry juice"
126,Rubus Fruticosus Seed,Blackberry Seed,"Rubus Fruticosus Seed, Blackberry Seed","Rubus Fruticosus Seed, Blackberry Seed","rubus fruticosus seed, blackberry seed"
127,Ribes Nigrum,Blackcurrant,"Ribes Nigrum, Blackcurrant","Ribes Nigrum, Blackcurrant","ribes nigrum, blackcurrant"
128,Fucus Vesiculosus,"Bladderwrack, Seaweed","Fucus Vesiculosus, Bladderwrack, Seaweed","Fucus Vesiculosus, Bladderwrack, Seaweed","fucus vesiculosus, bladderwrack, seaweed"
129,Fuller's Earth,"Bleaching Clay, Whitening Clay","Fuller's Earth, Bleaching Clay, Whitening Clay","Fuller's Earth, Bleaching Clay, Whitening Clay","fuller's earth, bleaching clay, whitening clay"
130,Chamomilla Recutita Oil,"Blue Chamomile Oil, Chamomile Oil","Chamomilla Recutita Oil, Blue Chamomile Oil, Chamomile Oil","Chamomilla Recutita Oil, Blue Chamomile Oil, Chamomile Oil","chamomilla recutita oil, blue chamomile oil, chamomile oil"
131,Ultramarines,"Blue Ultramarine Pigment, Ultramarine Blue Oxide, Ultramarine Pink,Ultramarine Violet","Ultramarines, Blue Ultramarine Pigment, Ultramarine Blue Oxide, Ultramarine Pink,Ultramarine Violet","Ultramarines, Blue Ultramarine Pigment, Ultramarine Blue Oxide, Ultramarine Pink,Ultramarine Violet","ultramarines, blue ultramarine pigment, ultramarine blue oxide, ultramarine pink,ultramarine violet"
132,Vaccinium Angustifolium Fruit Extract,"Blueberry Extract, Blueberry Fruit Extract","Vaccinium Angustifolium Fruit Extract, Blueberry Extract, Blueberry Fruit Extract","Vaccinium Angustifolium Fruit Extract, Blueberry Extract, Blueberry Fruit Extract","vaccinium angustifolium fruit extract, blueberry extract, blueberry fruit extract"
133,Vaccinium Angustifolium Fruit Juice,Blueberry Juice,"Vaccinium Angustifolium Fruit Juice, Blueberry Juice","Vaccinium Angustifolium Fruit Juice, Blueberry Juice","vaccinium angustifolium fruit juice, blueberry juice"
134,Vaccinium Angustifolium Seed,Blueberry Seeds,"Vaccinium Angustifolium Seed, Blueberry Seeds","Vaccinium Angustifolium Seed, Blueberry Seeds","vaccinium angustifolium seed, blueberry seeds"
135,Borago Officinalis Seed Oil,"Borage Oil/Borage Seed Oil, Starflower","Borago Officinalis Seed Oil, Borage Oil/Borage Seed Oil, Starflower","Borago Officinalis Seed Oil, Borage Oil/Borage Seed Oil, Starflower","borago officinalis seed oil, borage oil/borage seed oil, starflower"
136,Sodium Borate,Borax,"Sodium Borate, Borax","Sodium Borate, Borax","sodium borate, borax"
137,Bertholletia Excelsa Seed Oil,Brazil Nut Oil,"Bertholletia Excelsa Seed Oil, Brazil Nut Oil","Bertholletia Excelsa Seed Oil, Brazil Nut Oil","bertholletia excelsa seed oil, brazil nut oil"
138,Brassica Oleracea Italica Extract,Broccoli Extract,"Brassica Oleracea Italica Extract, Broccoli Extract","Brassica Oleracea Italica Extract, Broccoli Extract","brassica oleracea italica extract, broccoli extract"
139,Brassica Oleracea Italica Seed Oil,Broccoli Seed Oil,"Brassica Oleracea Italica Seed Oil, Broccoli Seed Oil","Brassica Oleracea Italica Seed Oil, Broccoli Seed Oil","brassica oleracea italica seed oil, broccoli seed oil"
140,Fucus Vesiculosus Extract,"Brown Algae, Fucus Vesiculosus Plant Extract,Brown Algae Extract","Fucus Vesiculosus Extract, Brown Algae, Fucus Vesiculosus Plant Extract,Brown Algae Extract","Fucus Vesiculosus Extract, Brown Algae, Fucus Vesiculosus Plant Extract,Brown Algae Extract","fucus vesiculosus extract, brown algae, fucus vesiculosus plant extract,brown algae extract"
141,Alaria Esculenta Extract,"Brown Seaweed, Badderlocks","Alaria Esculenta Extract, Brown Seaweed, Badderlocks","Alaria Esculenta Extract, Brown Seaweed, Badderlocks","alaria esculenta extract, brown seaweed, badderlocks"
142,Arctium Lappa Root Extract,Burdock Root,"Arctium Lappa Root Extract, Burdock Root","Arctium Lappa Root Extract, Burdock Root","arctium lappa root extract, burdock root"
143,Mauritia Flexuosa Fruit Oil,"Buriti Fruit, Buriti Fruit Oil","Mauritia Flexuosa Fruit Oil, Buriti Fruit, Buriti Fruit Oil","Mauritia Flexuosa Fruit Oil, Buriti Fruit, Buriti Fruit Oil","mauritia flexuosa fruit oil, buriti fruit, buriti fruit oil"
144,BHA,Butylated Hydroxyanisole,"BHA, Butylated Hydroxyanisole","BHA, Butylated Hydroxyanisole","bha, butylated hydroxyanisole"
145,BHT,Butylated Hydroxytoluene,"BHT, Butylated Hydroxytoluene","BHT, Butylated Hydroxytoluene","bht, butylated hydroxytoluene"
146,Juniperus Oxycedrus Wood Tar,Cade Essential Oil,"Juniperus Oxycedrus Wood Tar, Cade Essential Oil","Juniperus Oxycedrus Wood Tar, Cade Essential Oil","juniperus oxycedrus wood tar, cade essential oil"
147,Calendula Officinalis Flower,Calendula Flower,"Calendula Officinalis Flower, Calendula Flower","Calendula Officinalis Flower, Calendula Flower","calendula officinalis flower, calendula flower"
148,Calendula Officinalis Extract,Calendula Total,"Calendula Officinalis Extract, Calendula Total","Calendula Officinalis Extract, Calendula Total","calendula officinalis extract, calendula total"
149,Calendula Officinalis Flower Extract,"Calendula, Infused Oil,Pot Marigold","Calendula Officinalis Flower Extract, Calendula, Infused Oil,Pot Marigold","Calendula Officinalis Flower Extract, Calendula, Infused Oil,Pot Marigold","calendula officinalis flower extract, calendula, infused oil,pot marigold"
150,Euphorbia Cerifera Cera,Candelilla Wax,"Euphorbia Cerifera Cera, Candelilla Wax","Euphorbia Cerifera Cera, Candelilla Wax","euphorbia cerifera cera, candelilla wax"
151,Cannabidiol - Synthetically Produced,Cannabidiol,"Cannabidiol - Synthetically Produced, Cannabidiol","Cannabidiol - Synthetically Produced, Cannabidiol","cannabidiol - synthetically produced, cannabidiol"
152,Eriocephalus Punctulatus Oil,Cape Chamomile Oil,"Eriocephalus Punctulatus Oil, Cape Chamomile Oil","Eriocephalus Punctulatus Oil, Cape Chamomile Oil","eriocephalus punctulatus oil, cape chamomile oil"
153,Caramel,Caramel Color,"Caramel, Caramel Color","Caramel, Caramel Color","caramel, caramel color"
154,Urea,Carbamide,"Urea, Carbamide","Urea, Carbamide","urea, carbamide"
155,Cellulose Gum,Carboxymethyl Cellulose,"Cellulose Gum, Carboxymethyl Cellulose","Cellulose Gum, Carboxymethyl Cellulose","cellulose gum, carboxymethyl cellulose"
156,Elettaria Cardamomum Fruit Extract,Cardamom Fruit Extract,"Elettaria Cardamomum Fruit Extract, Cardamom Fruit Extract","Elettaria Cardamomum Fruit Extract, Cardamom Fruit Extract","elettaria cardamomum fruit extract, cardamom fruit extract"
157,Elettaria Cardamomum Seed Extract,"Cardamom Select, Cardamom Seed,Cardamom Seed Extract","Elettaria Cardamomum Seed Extract, Cardamom Select, Cardamom Seed,Cardamom Seed Extract","Elettaria Cardamomum Seed Extract, Cardamom Select, Cardamom Seed,Cardamom Seed Extract","elettaria cardamomum seed extract, cardamom select, cardamom seed,cardamom seed extract"
158,Ci 75470,"Carmine, Cochineal","Ci 75470, Carmine, Cochineal","Ci 75470. Carmine, Cochineal","ci 75470. carmine, cochineal"
159,Copernicia Cerifera Wax,Carnauba Wax,"Copernicia Cerifera Wax, Carnauba Wax","Copernicia Cerifera Wax, Carnauba Wax","copernicia cerifera wax, carnauba wax"
160,Ceratonia Siliqua Gum,"Carob Gum, Locust Bean Gum","Ceratonia Siliqua Gum, Carob Gum, Locust Bean Gum","Ceratonia Siliqua Gum, Carob Gum, Locust Bean Gum","ceratonia siliqua gum, carob gum, locust bean gum"
161,Daucus Carota Fruit Oil,Carrot Fruit Oil,"Daucus Carota Fruit Oil, Carrot Fruit Oil","Daucus Carota Fruit Oil, Carrot Fruit Oil","daucus carota fruit oil, carrot fruit oil"
162,Daucus Carota Sativa Root Powder,Carrot Powder,"Daucus Carota Sativa Root Powder, Carrot Powder","Daucus Carota Sativa Root Powder, Carrot Powder","daucus carota sativa root powder, carrot powder"
163,Daucus Carota Sativa Root Extract,"Carrot Root Total, Carrot Root Extract,Carrot Root","Daucus Carota Sativa Root Extract, Carrot Root Total, Carrot Root Extract,Carrot Root","Daucus Carota Sativa Root Extract, Carrot Root Total, Carrot Root Extract,Carrot Root","daucus carota sativa root extract, carrot root total, carrot root extract,carrot root"
164,Daucus Carota Sativa Seed Oil,"Carrot Seed Oil, Carrot Seed Essential Oil","Daucus Carota Sativa Seed Oil, Carrot Seed Oil, Carrot Seed Essential Oil","Daucus Carota Sativa Seed Oil, Carrot Seed Oil, Carrot Seed Essential Oil","daucus carota sativa seed oil, carrot seed oil, carrot seed essential oil"
165,Cinnamomum Cassia Leaf Oil,Cassia Essential Oil,"Cinnamomum Cassia Leaf Oil, Cassia Essential Oil","Cinnamomum Cassia Leaf Oil, Cassia Essential Oil","cinnamomum cassia leaf oil, cassia essential oil"
166,Ricinus Communis Seed Oil,"Castor Oil, Castor","Ricinus Communis Seed Oil, Castor Oil, Castor","Ricinus Communis Seed Oil, Castor Oil, Castor","ricinus communis seed oil, castor oil, castor"
167,Hydrogenated Castor Oil,Castor Wax,"Hydrogenated Castor Oil, Castor Wax","Hydrogenated Castor Oil, Castor Wax","hydrogenated castor oil, castor wax"
168,Nepeta Cataria Extract,Catnip,"Nepeta Cataria Extract, Catnip","Nepeta Cataria Extract, Catnip","nepeta cataria extract, catnip"
169,Nepeta Cataria,Catnip Powder,"Nepeta Cataria, Catnip Powder","Nepeta Cataria, Catnip Powder","nepeta cataria, catnip powder"
170,Cannabidiol - Derived From Extract Or Tincture Or Resin Of Cannabis,Cbd,"Cannabidiol - Derived From Extract Or Tincture Or Resin Of Cannabis, Cbd","Cannabidiol - Derived From Extract Or Tincture Or Resin Of Cannabis, Cbd","cannabidiol - derived from extract or tincture or resin of cannabis, cbd"
171,Cedrus Atlantica Bark Oil,"Cedarwood Essential Oil, Cedarwood Bark Oil","Cedrus Atlantica Bark Oil, Cedarwood Essential Oil, Cedarwood Bark Oil","Cedrus Atlantica Bark Oil, Cedarwood Essential Oil, Cedarwood Bark Oil","cedrus atlantica bark oil, cedarwood essential oil, cedarwood bark oil"
172,Juniperus Virginiana Oil,Cedarwood Oil / Cedar Wood Oil,"Juniperus Virginiana Oil, Cedarwood Oil / Cedar Wood Oil","Juniperus Virginiana Oil, Cedarwood Oil / Cedar Wood Oil","juniperus virginiana oil, cedarwood oil / cedar wood oil"
173,Apium Graveolens Extract,Celery Extract,"Apium Graveolens Extract, Celery Extract","Apium Graveolens Extract, Celery Extract","apium graveolens extract, celery extract"
174,Ceramide Ng,Ceramide 2,"Ceramide Ng, Ceramide 2","Ceramide Ng, Ceramide 2","ceramide ng, ceramide 2"
175,Ceramide NP,"Ceramide NP, 2-Octadecanamide, Stearoyl-C18-Phytosphingosine,Stearoyl-4-Hydroxysphinganine","Ceramide NP, Ceramide NP, 2-Octadecanamide, Stearoyl-C18-Phytosphingosine,Stearoyl-4-Hydroxysphinganine","Ceramide NP, Ceramide NP, 2-Octadecanamide, Stearoyl-C18-Phytosphingosine,Stearoyl-4-Hydroxysphinganine","ceramide np, ceramide np, 2-octadecanamide, stearoyl-c18-phytosphingosine,stearoyl-4-hydroxysphinganine"
176,Ceresin,Ceresin Wax,"Ceresin, Ceresin Wax","Ceresin, Ceresin Wax","ceresin, ceresin wax"
177,Chamomilla Recutita Flower,Chamomile Flower,"Chamomilla Recutita Flower, Chamomile Flower","Chamomilla Recutita Flower, Chamomile Flower","chamomilla recutita flower, chamomile flower"
178,Chamomilla Recutita Flower Water,Chamomile Flower Water,"Chamomilla Recutita Flower Water, Chamomile Flower Water","Chamomilla Recutita Flower Water, Chamomile Flower Water","chamomilla recutita flower water, chamomile flower water"
179,Chamomilla Recutita Flower Powder,Chamomile Flowers,"Chamomilla Recutita Flower Powder, Chamomile Flowers","Chamomilla Recutita Flower Powder, Chamomile Flowers","chamomilla recutita flower powder, chamomile flowers"
180,Chamomilla Recutita Leaf Extract,Chamomile Leaf,"Chamomilla Recutita Leaf Extract, Chamomile Leaf","Chamomilla Recutita Leaf Extract, Chamomile Leaf","chamomilla recutita leaf extract, chamomile leaf"
181,Vitex Agnus-Castus Extract,Chasteberry Extract,"Vitex Agnus-Castus Extract, Chasteberry Extract","Vitex Agnus-Castus Extract, Chasteberry Extract","vitex agnus-castus extract, chasteberry extract"
182,Taraktogenos Kurzii Seed Oil,Chaulmoogra Oil,"Taraktogenos Kurzii Seed Oil, Chaulmoogra Oil","Taraktogenos Kurzii Seed Oil, Chaulmoogra Oil","taraktogenos kurzii seed oil, chaulmoogra oil"
183,Prunus Avium Fruit,Cherry,"Prunus Avium Fruit, Cherry","Prunus Avium Fruit, Cherry","prunus avium fruit, cherry"
184,Prunus Avium Seed Oil,Cherry Seed Oil,"Prunus Avium Seed Oil, Cherry Seed Oil","Prunus Avium Seed Oil, Cherry Seed Oil","prunus avium seed oil, cherry seed oil"
185,Castanea Crenata Shell Extract,Chestnut Shell Extract,"Castanea Crenata Shell Extract, Chestnut Shell Extract","Castanea Crenata Shell Extract, Chestnut Shell Extract","castanea crenata shell extract, chestnut shell extract"
186,Cicer Arietinum Seed Powder,"Chick Pea Flour, Chickpea","Cicer Arietinum Seed Powder, Chick Pea Flour, Chickpea","Cicer Arietinum Seed Powder, Chick Pea Flour, Chickpea","cicer arietinum seed powder, chick pea flour, chickpea"
187,Stellaria Media Extract,"Chickweed, Chickweed Extract","Stellaria Media Extract, Chickweed, Chickweed Extract","Stellaria Media Extract, Chickweed, Chickweed Extract","stellaria media extract, chickweed, chickweed extract"
188,Aristotelia Chilensis Fruit Extract,"Chilean Wineberry, Maqui","Aristotelia Chilensis Fruit Extract, Chilean Wineberry, Maqui","Aristotelia Chilensis Fruit Extract, Chilean Wineberry, Maqui","aristotelia chilensis fruit extract, chilean wineberry, maqui"
189,Melia Azadirachta Flower Extract,"Chinaberry Flower, Persian Lilac Flower,Indian Lilac Flower","Melia Azadirachta Flower Extract, Chinaberry Flower, Persian Lilac Flower,Indian Lilac Flower","Melia Azadirachta Flower Extract, Chinaberry Flower, Persian Lilac Flower,Indian Lilac Flower","melia azadirachta flower extract, chinaberry flower, persian lilac flower,indian lilac flower"
190,Melia Azadirachta Leaf Extract,"Chinaberry, China Berry, Pride Of India, Bead-Tree, Cape Lilac, Syringa Berrytree, Persian Lilac, Indian Lilac,White Cedar","Melia Azadirachta Leaf Extract, Chinaberry, China Berry, Pride Of India, Bead-Tree, Cape Lilac, Syringa Berrytree, Persian Lilac, Indian Lilac,White Cedar","Melia Azadirachta Leaf Extract, Chinaberry, China Berry, Pride Of India, Bead-Tree, Cape Lilac, Syringa Berrytree, Persian Lilac, Indian Lilac,White Cedar","melia azadirachta leaf extract, chinaberry, china berry, pride of india, bead-tree, cape lilac, syringa berrytree, persian lilac, indian lilac,white cedar"
191,Glycyrrhiza Uralensis Root Extract,Chinese Licorice Root Extract,"Glycyrrhiza Uralensis Root Extract, Chinese Licorice Root Extract","Glycyrrhiza Uralensis Root Extract, Chinese Licorice Root Extract","glycyrrhiza uralensis root extract, chinese licorice root extract"
192,Diospyros Kaki Leaf Extract,"Chinese Persimmon Leaf Extract, Japanese Persimmon Leaf Extract, Kaki Persimmon Leaf Extract,Oriental Persimmon Leaf Extract","Diospyros Kaki Leaf Extract, Chinese Persimmon Leaf Extract, Japanese Persimmon Leaf Extract, Kaki Persimmon Leaf Extract,Oriental Persimmon Leaf Extract","Diospyros Kaki Leaf Extract, Chinese Persimmon Leaf Extract, Japanese Persimmon Leaf Extract, Kaki Persimmon Leaf Extract,Oriental Persimmon Leaf Extract","diospyros kaki leaf extract, chinese persimmon leaf extract, japanese persimmon leaf extract, kaki persimmon leaf extract,oriental persimmon leaf extract"
193,Ci 77288,Chromium Oxide Green,"Ci 77288, Chromium Oxide Green",Ci 77288. Chromium Oxide Green,ci 77288. chromium oxide green
194,Cinnamal,Cinnamaldehyde,"Cinnamal, Cinnamaldehyde","Cinnamal, Cinnamaldehyde","cinnamal, cinnamaldehyde"
195,Camphor,Cinnamomum Camphora,"Camphor, Cinnamomum Camphora","Camphor, Cinnamomum Camphora","camphor, cinnamomum camphora"
196,Cinnamomum Cassia Bark,Cinnamon,"Cinnamomum Cassia Bark, Cinnamon","Cinnamomum Cassia Bark, Cinnamon","cinnamomum cassia bark, cinnamon"
197,Cinnamomum Zeylanicum Leaf Oil,Cinnamon Leaf Essential Oil,"Cinnamomum Zeylanicum Leaf Oil, Cinnamon Leaf Essential Oil","Cinnamomum Zeylanicum Leaf Oil, Cinnamon Leaf Essential Oil","cinnamomum zeylanicum leaf oil, cinnamon leaf essential oil"
198,Cymbopogon Nardus Oil,Citronella Essential Oil,"Cymbopogon Nardus Oil, Citronella Essential Oil","Cymbopogon Nardus Oil, Citronella Essential Oil","cymbopogon nardus oil, citronella essential oil"
199,Salvia Sclarea Oil,"Clary Sage Oil, Clary Sage Essential Oil","Salvia Sclarea Oil, Clary Sage Oil, Clary Sage Essential Oil","Salvia Sclarea Oil, Clary Sage Oil, Clary Sage Essential Oil","salvia sclarea oil, clary sage oil, clary sage essential oil"
200,Bentonite,"Clay, Glacial Clay,Bentonite Clay","Bentonite, Clay, Glacial Clay,Bentonite Clay","Bentonite, Clay, Glacial Clay,Bentonite Clay","bentonite, clay, glacial clay,bentonite clay"
201,Eugenia Caryophyllus Flower Oil,Clove Bud Essential Oil,"Eugenia Caryophyllus Flower Oil, Clove Bud Essential Oil","Eugenia Caryophyllus Flower Oil, Clove Bud Essential Oil","eugenia caryophyllus flower oil, clove bud essential oil"
202,Eugenia Caryophyllus Leaf Oil,Clove Leaf Essential Oil,"Eugenia Caryophyllus Leaf Oil, Clove Leaf Essential Oil","Eugenia Caryophyllus Leaf Oil, Clove Leaf Essential Oil","eugenia caryophyllus leaf oil, clove leaf essential oil"
203,Eugenol,Clove Oil,"Eugenol, Clove Oil","Eugenol, Clove Oil","eugenol, clove oil"
204,Cnidium Monnieri Fruit Extract,Cnidium,"Cnidium Monnieri Fruit Extract, Cnidium","Cnidium Monnieri Fruit Extract, Cnidium","cnidium monnieri fruit extract, cnidium"
205,Theobroma Cacao Fruit Powder,"Cocoa, Cocoa Powder","Theobroma Cacao Fruit Powder, Cocoa, Cocoa Powder","Theobroma Cacao Fruit Powder, Cocoa, Cocoa Powder","theobroma cacao fruit powder, cocoa, cocoa powder"
206,Theobroma Cacao Seed Butter,Cocoa Butter,"Theobroma Cacao Seed Butter, Cocoa Butter","Theobroma Cacao Seed Butter, Cocoa Butter","theobroma cacao seed butter, cocoa butter"
207,Theobroma Cacao Extract,"Cocoa Extract, Cocoa Select","Theobroma Cacao Extract, Cocoa Extract, Cocoa Select","Theobroma Cacao Extract, Cocoa Extract, Cocoa Select","theobroma cacao extract, cocoa extract, cocoa select"
208,Cocos Nucifera Fruit Extract,Coconut Fruit Extract,"Cocos Nucifera Fruit Extract, Coconut Fruit Extract","Cocos Nucifera Fruit Extract, Coconut Fruit Extract","cocos nucifera fruit extract, coconut fruit extract"
209,Cocos Nucifera Oil,Coconut Oil,"Cocos Nucifera Oil, Coconut Oil","Cocos Nucifera Oil, Coconut Oil","cocos nucifera oil, coconut oil"
210,Cocos Nucifera Fruit Powder,Coconut Powder,"Cocos Nucifera Fruit Powder, Coconut Powder","Cocos Nucifera Fruit Powder, Coconut Powder","cocos nucifera fruit powder, coconut powder"
