,generic_name,synonym
12824,Lactobacillus/Scutellaria Baicalensis Root/Camellia Sinensis Leaf/Artemisia Princeps Leaf/Houttuynia Cordata Leaf/Citrus Junos Fruit Extract Ferment Filtrate,lactobacillus/scutellaria baicalensis root/camellia sinensis leaf/artemisia princeps leaf/houttuynia cordata leaf/citrus junos fruit extract ferment filtrate
12825,Lactobacillus/Sedum Kamtschaticum Leaf/Stem Ferment Filtrate,lactobacillus/sedum kamtschaticum leaf/stem ferment filtrate
12826,Lactobacillus/Silkworm Cocoon Extract Ferment Filtrate,lactobacillus/silkworm cocoon extract ferment filtrate
12827,Lactobacillus/Skeletonema Ferment,lactobacillus/skeletonema ferment
12828,Lactobacillus/Solanum Lycopersicum Ferment Extract,lactobacillus/solanum lycopersicum ferment extract
12829,Lactobacillus/Solanum Lycopersicum Fruit Ferment Extract,lactobacillus/solanum lycopersicum fruit ferment extract
12830,Lactobacillus/Sorbus Commixta Branch Ferment Filtrate,lactobacillus/sorbus commixta branch ferment filtrate
12831,Lactobacillus/Sorghum Bicolor Leaf/Stem Extract Ferment Filtrate,lactobacillus/sorghum bicolor leaf/stem extract ferment filtrate
12832,Lactobacillus/Soybean Extract Ferment Filtrate,lactobacillus/soybean extract ferment filtrate
12833,Lactobacillus/Soybean Ferment Extract,lactobacillus/soybean ferment extract
12834,Lactobacillus/Soybean Seed Ferment Extract,lactobacillus/soybean seed ferment extract
12835,Lactobacillus/Soybean Seed Ferment Extract Filtrate,lactobacillus/soybean seed ferment extract filtrate
12836,Lactobacillus/Soymilk Ferment,lactobacillus/soymilk ferment
12837,Lactobacillus/Soymilk Ferment Filtrate,lactobacillus/soymilk ferment filtrate
12838,Lactobacillus/Soymilk/Peucedanum Japonicum Leaf/Stem Ferment Filtrate,lactobacillus/soymilk/peucedanum japonicum leaf/stem ferment filtrate
12839,Lactobacillus/Sparassis Crispa Fruiting Body/Glucose Ferment Extract,lactobacillus/sparassis crispa fruiting body/glucose ferment extract
12840,Lactobacillus/Spirulina Ferment Filtrate,lactobacillus/spirulina ferment filtrate
12841,Lactobacillus/Streptococcus Thermophilus Milk Ferment,lactobacillus/streptococcus thermophilus milk ferment
12842,Lactobacillus/Streptococcus Thermophilus/Bifida/Yellow Ocher Ferment Lysate Extract,lactobacillus/streptococcus thermophilus/bifida/yellow ocher ferment lysate extract
12843,Lactobacillus/Streptococcus Thermophilus/Lepidium Meyenii Hypocotyl Ferment Filtrate,lactobacillus/streptococcus thermophilus/lepidium meyenii hypocotyl ferment filtrate
12844,Lactobacillus/Streptococcus Thermophilus/Molasses/Rice Bran/(Citrus Junos/Fig/Lycium Chinense/Myrica Rubra/Prunus Domestica/Vaccinium Ashei/Vaccinium Australe) Fruit/(Artemisia Princeps/Eriobotrya Japonica/Lavender/Melissa Officinalis/Turnip) Leaf/(Melissa Officinalis/Lavender/Turnip) Stalk/Agaricus Blazei/Lentinula Edodes/Grifola Frondosa/Hizikia Fusiforme/Laminaria Japonica/Undaria Pinnatifida Ferment Filtrate,lactobacillus/streptococcus thermophilus/molasses/rice bran/(citrus junos/fig/lycium chinense/myrica rubra/prunus domestica/vaccinium ashei/vaccinium australe) fruit/(artemisia princeps/eriobotrya japonica/lavender/melissa officinalis/turnip) leaf/(melissa officinalis/lavender/turnip) stalk/agaricus blazei/lentinula edodes/grifola frondosa/hizikia fusiforme/laminaria japonica/undaria pinnatifida ferment filtrate
12845,Lactobacillus/Streptococcus Thermophilus/Soybean Extract Ferment,lactobacillus/streptococcus thermophilus/soybean extract ferment
12846,Lactobacillus/Streptococcus Thermophilus/Soybean Ferment Filtrate,lactobacillus/streptococcus thermophilus/soybean ferment filtrate
12847,Lactobacillus/Sugar Cane Extract Ferment Filtrate,lactobacillus/sugar cane extract ferment filtrate
12848,Lactobacillus/Sugar Cane/Camellia Sinensis Leaf Ferment Filtrate Extract,lactobacillus/sugar cane/camellia sinensis leaf ferment filtrate extract
12849,Lactobacillus/Telopea Speciosissima Flower/Leaf Ferment Filtrate,lactobacillus/telopea speciosissima flower/leaf ferment filtrate
12850,Lactobacillus/Tomato Fruit Ferment Extract,lactobacillus/tomato fruit ferment extract
12851,Lactobacillus/Turmeric Ferment Filtrate,lactobacillus/turmeric ferment filtrate
12852,Lactobacillus/Turmeric Leaf Extract Ferment Lysate Filtrate,lactobacillus/turmeric leaf extract ferment lysate filtrate
12853,Lactobacillus/Velvet Extract Ferment Filtrate,lactobacillus/velvet extract ferment filtrate
12854,Lactobacillus/Wasabia Japonica Root Ferment Extract,lactobacillus/wasabia japonica root ferment extract
12855,Lactobacillus/Water Hyacinth Ferment,lactobacillus/water hyacinth ferment
12856,Lactobacillus/Watermelon Fruit Ferment Extract,lactobacillus/watermelon fruit ferment extract
12857,Lactobacillus/Whey Ferment,lactobacillus/whey ferment
12858,Lactobacillus/Wine Extract Ferment Filtrate,lactobacillus/wine extract ferment filtrate
12859,Lactobacillus/Wine Stillage Ferment,lactobacillus/wine stillage ferment
12860,Lactobionic Acid,lactobionic acid
12861,Lactococcus Ferment,lactococcus ferment
12862,Lactococcus Ferment Extract,lactococcus ferment extract
12863,Lactococcus Ferment Lysate,lactococcus ferment lysate
12864,Lactococcus/Bean Seed Extract Ferment Filtrate,lactococcus/bean seed extract ferment filtrate
12865,Lactococcus/Grape Juice Ferment Filtrate,lactococcus/grape juice ferment filtrate
12866,Lactococcus/Lac Ferment Lysate,lactococcus/lac ferment lysate
12867,Lactococcus/Leuconostoc/Lactobacillus/Zygosaccharomyces/Milk Ferment,lactococcus/leuconostoc/lactobacillus/zygosaccharomyces/milk ferment
12868,Lactococcus/Milk Ferment Lysate,lactococcus/milk ferment lysate
12869,Lactococcus/Nonfat Milk Ferment Filtrate,lactococcus/nonfat milk ferment filtrate
12870,Lactococcus/Saccharomyces/(Garlic/Onion/Potato Bulb)/(Ananas Comosus/Cucumber/Diospyros Kaki/Lemon/Papaya/Tomato/Vitis Coignetiae Fruit)/(Allium Tuberosum/Aloe Barbadensis/Artemisia Indica/Cabbage/Houttuynia Cordata/Parsley/Spinach/Turnip Leaf)/(Arctium Lappa/Carrot/Nelumbo Nucifera/Radish/Turnip Root)/(Coix Lachryma-Jobi Ma-Yuen/Hordeum Vulgare/Rice Seed)/Vigna Radiata Sprout/Broccoli/Grifola Frondosa/Lentinula Edodes/Saccharina Japonica Ferment Extract Filtrate,lactococcus/saccharomyces/(garlic/onion/potato bulb)/(ananas comosus/cucumber/diospyros kaki/lemon/papaya/tomato/vitis coignetiae fruit)/(allium tuberosum/aloe barbadensis/artemisia indica/cabbage/houttuynia cordata/parsley/spinach/turnip leaf)/(arctium lappa/carrot/nelumbo nucifera/radish/turnip root)/(coix lachryma-jobi ma-yuen/hordeum vulgare/rice seed)/vigna radiata sprout/broccoli/grifola frondosa/lentinula edodes/saccharina japonica ferment extract filtrate
12871,Lactoferricin,lactoferricin
12872,Lactoferrin,lactoferrin
12873,Lactoflavin,lactoflavin
12874,Lactoglobulin,lactoglobulin
12875,Lactoperoxidase,lactoperoxidase
12876,Lactoscatone,lactoscatone
12877,Lactose,lactose
12878,Lactoyl Methylsilanol Elastinate,lactoyl methylsilanol elastinate
12879,Lactoyl Phytosphingosine,lactoyl phytosphingosine
12880,Lactuca Indica Extract,lactuca indica extract
12881,Lactuca Scariola Sativa Leaf Extract,lactuca scariola sativa leaf extract
12882,Lactuca Scariola Sativa Leaf Juice,lactuca scariola sativa leaf juice
12883,Lactuca Virosa Leaf Extract,lactuca virosa leaf extract
12884,Lactulose,lactulose
12885,Laetiporus Sulphureus Mycelium Extract,laetiporus sulphureus mycelium extract
12886,Laetiporus Sulphureus Mycelium/Salvia Plebeia Extract Ferment Filtrate,laetiporus sulphureus mycelium/salvia plebeia extract ferment filtrate
12887,Laevo Carveol,laevo carveol
12888,Laevo-Carvyl Acetate,laevo-carvyl acetate
12889,Laevo-Rose Oxide,laevo-rose oxide
12890,Lagenaria Siceraria Fruit Extract,lagenaria siceraria fruit extract
12891,Lagenaria Sphaerica Seed Oil,lagenaria sphaerica seed oil
12892,Lagerstroemia Indica Extract,lagerstroemia indica extract
12893,Lagerstroemia Indica Flower Extract,lagerstroemia indica flower extract
12894,Lagerstroemia Indica Phytoplacenta Extract,lagerstroemia indica phytoplacenta extract
12895,Lagerstroemia Speciosa Leaf Extract,lagerstroemia speciosa leaf extract
12896,L-Allo-Ocimenol,l-allo-ocimenol
12897,L-Alpha-Pinene,l-alpha-pinene
12898,Laminaria Angustata Extract,laminaria angustata extract
12899,Laminaria Cloustoni Extract,laminaria cloustoni extract
12900,Laminaria Diabolica Extract,laminaria diabolica extract
12901,Laminaria Digitata Extract,laminaria digitata extract
12902,Laminaria Digitata Extract,seaweed extract
12903,Laminaria Digitata Extract,oarweed extract
12904,Laminaria Digitata Powder,laminaria digitata powder
12905,Laminaria Digitata Powder,seaweed powder
12906,Laminaria Digitata Powder,oarweed powder
12907,Laminaria Hyperborea Extract,laminaria hyperborea extract
12908,Laminaria Japonica Extract,laminaria japonica extract
12909,Laminaria Japonica Extract,sweet kelp
12910,Laminaria Japonica Powder,laminaria japonica powder
12911,Laminaria Longissima Extract,laminaria longissima extract
12912,Laminaria Ochotensis Extract,laminaria ochotensis extract
12913,Laminaria Ochroleuca Extract,laminaria ochroleuca extract
12914,Laminaria Ochroleuca Extract,kelp algae extract
12915,Laminaria Saccharina Extract,laminaria saccharina extract
12916,Lamium Album Extract,lamium album extract
12917,Lamium Album Flower Extract,lamium album flower extract
12918,Lamium Album Flower Water,lamium album flower water
12919,Lamium Album Flower/Leaf/Stem Extract,lamium album flower/leaf/stem extract
12920,Lamium Album Leaf Extract,lamium album leaf extract
12921,Lamium Purpureum Extract,lamium purpureum extract
12922,Landolphia Owariensis Extract,landolphia owariensis extract
12923,Laneth-10,laneth-10
12924,Laneth-10 Acetate,laneth-10 acetate
12925,Laneth-15,laneth-15
12926,Laneth-16,laneth-16
12927,Laneth-20,laneth-20
12928,Laneth-25,laneth-25
12929,Laneth-4 Phosphate,laneth-4 phosphate
12930,Laneth-40,laneth-40
12931,Laneth-5,laneth-5
12932,Laneth-50,laneth-50
12933,Laneth-60,laneth-60
12934,Laneth-75,laneth-75
12935,Laneth-9 Acetate,laneth-9 acetate
12936,Lannea Coromandelica Bark Extract,lannea coromandelica bark extract
12937,Lanolin,lanolin
12938,Lanolin,lanolin butter
12939,Lanolin,wool fat
12940,Lanolin,wool wax
12941,Lanolin Acid,lanolin acid
12942,Lanolin Alcohol,lanolin alcohol
12943,Lanolin Cera,lanolin cera
12944,Lanolin Linoleate,lanolin linoleate
12945,Lanolin Oil,lanolin oil
12946,Lanolin Ricinoleate,lanolin ricinoleate
12947,Lanolin Wax,lanolin wax
12948,Lanolinamide Dea,lanolinamide dea
12949,Lanosterol,lanosterol
12950,Lansium Domesticum Leaf Extract,lansium domesticum leaf extract
12951,Lansium Domesticum Pericarp Extract,lansium domesticum pericarp extract
12952,Lantana Camara Flower/Leaf/Stem Extract,lantana camara flower/leaf/stem extract
12953,Lantana Camara Leaf Extract,lantana camara leaf extract
12954,Lantana Camara Leaf Water,lantana camara leaf water
12955,Lantana Camara Root Extract,lantana camara root extract
12956,Lanthanum Chloride,lanthanum chloride
12957,Lapachone,lapachone
12958,Lapis Lazuli,lapis lazuli
12959,Lapis Lazuli Extract,lapis lazuli extract
12960,Lappula Squarrosa Seed Oil,lappula squarrosa seed oil
12961,Lapsana Communis Flower/Leaf/Stem Extract,lapsana communis flower/leaf/stem extract
12962,Lapyrium Chloride,lapyrium chloride
12963,Lard Glyceride,lard glyceride
12964,Lard Glycerides,lard glycerides
12965,Larix Decidua Flower Extract,larix decidua flower extract
12966,Larix Decidua Leaf Cell Extract,larix decidua leaf cell extract
12967,Larix Europaea Wood Extract,larix europaea wood extract
12968,Larix Kaempferi Bark/Wood Extract,larix kaempferi bark/wood extract
12969,Larix Kaempferi Resin,larix kaempferi resin
12970,Larix Kaempferi Root Bark Extract,larix kaempferi root bark extract
12971,Larix Leptolepis Bark Extract,larix leptolepis bark extract
12972,Larix Leptolepis Wood Extract,larix leptolepis wood extract
12973,Larix Sibirica Needle Extract,larix sibirica needle extract
12974,Larix Sibirica Wood Extract,larix sibirica wood extract
12975,Larixol,larixol
12976,Larrea Divaricata Extract,larrea divaricata extract
12977,Larrea Divaricata Leaf Extract,larrea divaricata leaf extract
12978,Larrea Mexicana Extract,larrea mexicana extract
12979,Larrea Tridentata Extract,larrea tridentata extract
12980,Larrea Tridentata Extract,creosote bush
12981,Larrea Tridentata Extract,greasewood
12982,Larrea Tridentata Extract,chaparral
12983,Larrea Tridentata Extract,gobernadora
12984,Lathyrus Japonicus Extract,lathyrus japonicus extract
12985,Lathyrus Odoratus Flower Extract,lathyrus odoratus flower extract
12986,Lathyrus Odoratus Leaf Extract,lathyrus odoratus leaf extract
12987,Lathyrus Odoratus Seed Extract,lathyrus odoratus seed extract
12988,Laudanosine,laudanosine
12989,Laur/Myrist/Palmitamidobutyl Guanidine Acetate,laur/myrist/palmitamidobutyl guanidine acetate
12990,Lauraldehyde,lauraldehyde
12991,Lauraldehyde Dimethyl Acetal,lauraldehyde dimethyl acetal
12992,Lauralkonium Bromide,lauralkonium bromide
12993,Lauralkonium Chloride,lauralkonium chloride
12994,Lauramide,lauramide
12995,Lauramide Dea,lauramide dea
12996,Lauramide Dipa,lauramide dipa
12997,Lauramide Mea,lauramide mea
12998,Lauramide Mipa,lauramide mipa
12999,Lauramide/Myristamide Dea,lauramide/myristamide dea
13000,Lauramidobutyl Guanidine Acetate,lauramidobutyl guanidine acetate
13001,Lauramidobutyl Guanidine Hcl,lauramidobutyl guanidine hcl
13002,Lauramidopropyl Acetamidodimonium Chloride,lauramidopropyl acetamidodimonium chloride
13003,Lauramidopropyl Betaine,lauramidopropyl betaine
13004,Lauramidopropyl Dimethylamine,lauramidopropyl dimethylamine
13005,Lauramidopropyl Dimethylamine Propionate,lauramidopropyl dimethylamine propionate
13006,Lauramidopropyl Hydroxysultaine,lauramidopropyl hydroxysultaine
13007,Lauramidopropyl Pg-Dimonium Chloride,lauramidopropyl pg-dimonium chloride
13008,Lauramidopropylamine Oxide,lauramidopropylamine oxide
13009,Lauramine,lauramine
13010,Lauramine Oxide,lauramine oxide
13011,Lauramino Propylene Glycol,lauramino propylene glycol
13012,Lauraminopropionic Acid,lauraminopropionic acid
13013,Lauraminopropylamine,lauraminopropylamine
13014,Laurdimonium Chlorohydroxypropyl Chloride,laurdimonium chlorohydroxypropyl chloride
13015,Laurdimonium Hydroxypropyl (Alanine/Arginine/ Asparagine/Aspartic Acid/Glutamic Acid/Glycine/Isoleucine/Leucine/Lysine/Methionine/Phenylalanine/Proline/Serine/Threonine/Tryptophan/Tyrosine/Valine),laurdimonium hydroxypropyl (alanine/arginine/ asparagine/aspartic acid/glutamic acid/glycine/isoleucine/leucine/lysine/methionine/phenylalanine/proline/serine/threonine/tryptophan/tyrosine/valine)
13016,Laurdimonium Hydroxypropyl (Arginine/Glutamic Acid/Isoleucine/Leucine/Lysine/Phenylalanine/Proline/Threonine/Valine),laurdimonium hydroxypropyl (arginine/glutamic acid/isoleucine/leucine/lysine/phenylalanine/proline/threonine/valine)
13017,Laurdimonium Hydroxypropyl Decylglucosides Chloride,laurdimonium hydroxypropyl decylglucosides chloride
13018,Laurdimonium Hydroxypropyl Hydrolyzed Barley Protein,laurdimonium hydroxypropyl hydrolyzed barley protein
13019,Laurdimonium Hydroxypropyl Hydrolyzed Casein,laurdimonium hydroxypropyl hydrolyzed casein
13020,Laurdimonium Hydroxypropyl Hydrolyzed Collagen,laurdimonium hydroxypropyl hydrolyzed collagen
13021,Laurdimonium Hydroxypropyl Hydrolyzed Jojoba Protein,laurdimonium hydroxypropyl hydrolyzed jojoba protein
13022,Laurdimonium Hydroxypropyl Hydrolyzed Keratin,laurdimonium hydroxypropyl hydrolyzed keratin
13023,Laurdimonium Hydroxypropyl Hydrolyzed Silk,laurdimonium hydroxypropyl hydrolyzed silk
13024,Laurdimonium Hydroxypropyl Hydrolyzed Soy Protein,laurdimonium hydroxypropyl hydrolyzed soy protein
13025,Laurdimonium Hydroxypropyl Hydrolyzed Wheat Protein,laurdimonium hydroxypropyl hydrolyzed wheat protein
13026,Laurdimonium Hydroxypropyl Hydrolyzed Wheat Protein/Siloxysilicate,laurdimonium hydroxypropyl hydrolyzed wheat protein/siloxysilicate
13027,Laurdimonium Hydroxypropyl Hydrolyzed Wheat Starch,laurdimonium hydroxypropyl hydrolyzed wheat starch
13028,Laurdimonium Hydroxypropyl Laurylglucosides Chloride,laurdimonium hydroxypropyl laurylglucosides chloride
13029,Laurdimonium Hydroxypropyl Rice Starch,laurdimonium hydroxypropyl rice starch
13030,Laurdimonium Hydroxypropyl Wheat Amino Acids,laurdimonium hydroxypropyl wheat amino acids
13031,Laurdimoniumhydroxypropyl Cocoglucosides Chloride,laurdimoniumhydroxypropyl cocoglucosides chloride
13032,Laurdimoniumhydroxypropyl Decylglucosides Chloride,laurdimoniumhydroxypropyl decylglucosides chloride
13033,Laurdimoniumhydroxypropyl Laurylglucosides Chloride,laurdimoniumhydroxypropyl laurylglucosides chloride
13034,Laureth-1,laureth-1
13035,Laureth-1 Phosphate,laureth-1 phosphate
13036,Laureth-10,laureth-10
13037,Laureth-10 Carboxylic Acid,laureth-10 carboxylic acid
13038,Laureth-100,laureth-100
13039,Laureth-11,laureth-11
13040,Laureth-11 Carboxylic Acid,laureth-11 carboxylic acid
13041,Laureth-12,laureth-12
13042,Laureth-12 Carboxylic Acid,laureth-12 carboxylic acid
13043,Laureth-12 Succinate,laureth-12 succinate
13044,Laureth-13,laureth-13
13045,Laureth-13 Carboxylic Acid,laureth-13 carboxylic acid
13046,Laureth-13 Pg-Hydroxyethylcellulose,laureth-13 pg-hydroxyethylcellulose
13047,Laureth-14,laureth-14
13048,Laureth-14 Carboxylic Acid,laureth-14 carboxylic acid
13049,Laureth-15,laureth-15
13050,Laureth-16,laureth-16
13051,Laureth-17 Carboxylic Acid,laureth-17 carboxylic acid
13052,Laureth-2,laureth-2
13053,Laureth-2 Acetate,laureth-2 acetate
13054,Laureth-2 Benzoate,laureth-2 benzoate
13055,Laureth-2 Ethylhexanoate,laureth-2 ethylhexanoate
13056,Laureth-2 Phosphate,laureth-2 phosphate
13057,Laureth-20,laureth-20
13058,Laureth-21,laureth-21
13059,Laureth-23,laureth-23
13060,Laureth-25,laureth-25
13061,Laureth-3,laureth-3
13062,Laureth-3 Carboxylic Acid,laureth-3 carboxylic acid
13063,Laureth-3 Phosphate,laureth-3 phosphate
13064,Laureth-30,laureth-30
13065,Laureth-38,laureth-38
13066,Laureth-4,laureth-4
13067,Laureth-4 Carboxylic Acid,laureth-4 carboxylic acid
13068,Laureth-4 Phosphate,laureth-4 phosphate
13069,Laureth-40,laureth-40
13070,Laureth-5,laureth-5
13071,Laureth-5 Butyl Ether,laureth-5 butyl ether
13072,Laureth-5 Carboxylic Acid,laureth-5 carboxylic acid
13073,Laureth-50,laureth-50
13074,Laureth-6,laureth-6
13075,Laureth-6 Carboxylic Acid,laureth-6 carboxylic acid
13076,Laureth-6 Citrate,laureth-6 citrate
