generic_name;synonym
Artemisia Pallens Flower Oil;artemisia pallens flower oil
Ocimum Basilicum Oil;ocimum basilicum oil
Ocimum Basilicum Oil;basil essential oil
Hedychium Coronarium Root Extract;hedychium coronarium root extract
Peg-7;peg-7
Sodium Stearate;sodium stearate
Sasa Quelpaertensis Extract;sasa quelpaertensis extract
C11-13 Pareth-9;c11-13 pareth-9
Glyceryl Dibehenate;glyceryl dibehenate
Spent Grain Wax;spent grain wax
P-Anisic Acid;p-anisic acid
Spiraea Ulmaria Flower Extract;spiraea ulmaria flower extract
Ci 77480;ci 77480
Sodium Bisulfite;sodium bisulfite
Calendula Officinalis Flower Water;calendula officinalis flower water
Brassica Rapa Leaf Extract;brassica rapa leaf extract
Enantia Chlorantha Bark Extract;enantia chlorantha bark extract
Steareth-21;steareth-21
Laureth-2;laureth-2
Sodium Carboxymethyl Beta-Glucan;sodium carboxymethyl beta-glucan
Vinyl Dimethicone;vinyl dimethicone
Litchi Chinensis Seed Extract;litchi chinensis seed extract
Mangifera Indica Leaf Extract;mangifera indica leaf extract
Acetyl Cysteine;acetyl cysteine
Sh-Polypeptide-7;sh-polypeptide-7
Hexyldecanol;hexyldecanol
Peumus Boldus Leaf Extract;peumus boldus leaf extract
Opuntia Tuna Fruit;opuntia tuna fruit
Gellan Gum;gellan gum
Sodium Ursolate;sodium ursolate
Diethylhexyl Maleate;diethylhexyl maleate
Dimethicone/Phenyl Vinyl Dimethicone Crosspolymer;dimethicone/phenyl vinyl dimethicone crosspolymer
Polyquaternium-24;polyquaternium-24
Ilex Aquifolium Leaf Extract;ilex aquifolium leaf extract
Ci 14700;ci 14700
Ci 14700;d & c red #4red 4
Ceteth-20 Phosphate;ceteth-20 phosphate
Polyamide-3;polyamide-3
Panthenyl Triacetate;panthenyl triacetate
Dicetyl Phosphate;dicetyl phosphate
Hydroxypropylcocoate Peg-8 Dimethicone;hydroxypropylcocoate peg-8 dimethicone
Diheptyl Succinate;diheptyl succinate
Cetyl Oleate;cetyl oleate
Poria Cocos Extract;poria cocos extract
Butyloctyl Palmitate;butyloctyl palmitate
Poly(Linseed Oil);poly(linseed oil)
Lavandula Hybrida Oil;lavandula hybrida oil
Lavandula Hybrida Oil;lavandin essential oil
Isocetyl Stearoyl Stearate;isocetyl stearoyl stearate
Phragmites Karka Extract;phragmites karka extract
Hydroxyphenyl Propamidobenzoic Acid;hydroxyphenyl propamidobenzoic acid
Calcium Chloride;calcium chloride
Equisetum Giganteum Extract;equisetum giganteum extract
Melissa Officinalis Leaf Oil;melissa officinalis leaf oil
Melissa Officinalis Leaf Oil;balm mint leaf oil
Melissa Officinalis Leaf Oil;lemon balm leaf oil
Melissa Officinalis Leaf Oil;melissa essential oil
Kigelia Africana Fruit Extract;kigelia africana fruit extract
Oryza Sativa Bran Wax;oryza sativa bran wax
Cetyl Hydroxyethylcellulose;cetyl hydroxyethylcellulose
Peg-40 Sorbitan Peroleate;peg-40 sorbitan peroleate
Prunus Persica Kernel Extract;prunus persica kernel extract
Sesamum Indicum Seed Extract;sesamum indicum seed extract
Lauryl Peg/Ppg-18/18 Methicone;lauryl peg/ppg-18/18 methicone
Lauryl Peg/Ppg-18/18 Methicone;lauryl peg/ppg-18/18-hydrogen dimethicone
Phyllostachys Bambusoides Juice;phyllostachys bambusoides juice
Citrus Junos Fruit Oil;citrus junos fruit oil
Citrus Junos Fruit Oil;yuzu oil
Capsicum Annuum Fruit Extract;capsicum annuum fruit extract
C12-15 Alcohols;c12-15 alcohols
Polyglyceryl-6 Polyhydroxystearate;polyglyceryl-6 polyhydroxystearate
Polyglyceryl-2 Isostearate;polyglyceryl-2 isostearate
Ethylhexyl Methoxycrylene;ethylhexyl methoxycrylene
Selaginella Tamariscina Extract;selaginella tamariscina extract
Scrophularia Nodosa Extract;scrophularia nodosa extract
Tridecyl Trimellitate;tridecyl trimellitate
Brassica Campestris Extract;brassica campestris extract
Brassica Campestris Extract;field mustard extract
Ethyl Linoleate;ethyl linoleate
Formic Acid;formic acid
Polyglyceryl-6 Polyricinoleate;polyglyceryl-6 polyricinoleate
Sodium Benzotriazolyl Butylphenol Sulfonate;sodium benzotriazolyl butylphenol sulfonate
Dimethicone Peg-8 Laurate;dimethicone peg-8 laurate
Peg/Ppg-19/19 Dimethicone;peg/ppg-19/19 dimethicone
Hydrolyzed Conchiolin Protein;hydrolyzed conchiolin protein
Lithium Magnesium Sodium Silicate;lithium magnesium sodium silicate
Sucrose Tristearate;sucrose tristearate
Lavandula Angustifolia Flower/Leaf/Stem Extract;lavandula angustifolia flower/leaf/stem extract
Styrene/Acrylates Copolymer;styrene/acrylates copolymer
Piper Methysticum Leaf/Root/Stem Extract;piper methysticum leaf/root/stem extract
Beheneth-5;beheneth-5
Polyglyceryl-3 Stearate;polyglyceryl-3 stearate
Cupressus Sempervirens Leaf/Nut/Stem Oil;cupressus sempervirens leaf/nut/stem oil
Silica Caprylyl Silylate;silica caprylyl silylate
Trimethylolpropane Tricaprylate/Tricaprate;trimethylolpropane tricaprylate/tricaprate
Ginkgo Biloba Leaf Water;ginkgo biloba leaf water
Calcium Acetate;calcium acetate
Sodium Polyacrylate Starch;sodium polyacrylate starch
Acetylated Hydrogenated Vegetable Glyceride;acetylated hydrogenated vegetable glyceride
Pyrus Malus Flower Extract;pyrus malus flower extract
Phenylisohexanol;phenylisohexanol
Isobutyl Methyl Tetrahydropyranol;isobutyl methyl tetrahydropyranol
Cetyl Lactate;cetyl lactate
Polysorbate 61;polysorbate 61
Cocamidopropyl Pg-Dimonium Chloride Phosphate;cocamidopropyl pg-dimonium chloride phosphate
Rhodochrosite;rhodochrosite
Calcium Aluminum Borosilicate;calcium aluminum borosilicate
Cetyl Diglyceryl Tris(Trimethylsiloxy)Silylethyl Dimethicone;cetyl diglyceryl tris(trimethylsiloxy)silylethyl dimethicone
Cinnamomum Cassia Leaf Oil;cinnamomum cassia leaf oil
Cinnamomum Cassia Leaf Oil;cassia essential oil
Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate;phytosteryl/isostearyl/cetyl/stearyl/behenyl dimer dilinoleate
Peg/Ppg-18/18 Dimethicone;peg/ppg-18/18 dimethicone
Diethylhexyl Syringylidenemalonate;diethylhexyl syringylidenemalonate
Olea Europaea Leaf Oil;olea europaea leaf oil
Oleth-3 Phosphate;oleth-3 phosphate
Methicone;methicone
Punica Granatum Pericarp Extract;punica granatum pericarp extract
Trifluoropropyldimethyl/Trimethylsiloxysilicate;trifluoropropyldimethyl/trimethylsiloxysilicate
Peg-4;peg-4
Silica Dimethyl Silylate;silica dimethyl silylate
Trisodium Dicarboxymethyl Alaninate;trisodium dicarboxymethyl alaninate
Sodium Cocoyl Amino Acids;sodium cocoyl amino acids
Hydroxypropyl Methylcellulose;hydroxypropyl methylcellulose
Acanthopanax Senticosus Root Extract;acanthopanax senticosus root extract
Phormium Tenax Root Extract;phormium tenax root extract
C14-22 Alcohols;c14-22 alcohols
Peg-9;peg-9
Schizophyllan;schizophyllan
Laureth-4;laureth-4
Peg-75 Stearate;peg-75 stearate
Sh-Barley Seed Extract;sh-barley seed extract
Acacia Decurrens Flower Wax;acacia decurrens flower wax
Hydrolyzed Cellulose Gum;hydrolyzed cellulose gum
Ethylhexyl Olivate;ethylhexyl olivate
C12-15 Alkyl Lactate;c12-15 alkyl lactate
Prunus Persica Flower Extract;prunus persica flower extract
Ppg-2 Isoceteth-20 Acetate;ppg-2 isoceteth-20 acetate
Tea-Carbomer;tea-carbomer
Sorbitan Caprylate;sorbitan caprylate
Tetradecane;tetradecane
Ethylhexyl Polyricinoleate;ethylhexyl polyricinoleate
C12-16 Alcohols;c12-16 alcohols
Stearoxymethicone/Dimethicone Copolymer;stearoxymethicone/dimethicone copolymer
Coceth-7;coceth-7
Laurdimonium Hydroxypropyl Hydrolyzed Collagen;laurdimonium hydroxypropyl hydrolyzed collagen
Zonaria Tournefortii Extract;zonaria tournefortii extract
Ceresin;ceresin
Ceresin;ceresin wax
Osmanthus Fragrans Flower Extract;osmanthus fragrans flower extract
Ganoderma Lucidum Stem Extract;ganoderma lucidum stem extract
Ganoderma Lucidum Stem Extract;lingzhi stem extract
Lactobacillus/Leuconostoc/Tomato Fruit Extract Ferment Filtrate;lactobacillus/leuconostoc/tomato fruit extract ferment filtrate
Lactobacillus/Leuconostoc/Orange Fruit Extract Ferment Filtrate;lactobacillus/leuconostoc/orange fruit extract ferment filtrate
Polyquaternium-1;polyquaternium-1
Methyldihydrojasmonate;methyldihydrojasmonate
Pg-Hydroxyethylcellulose Cocodimonium Chloride;pg-hydroxyethylcellulose cocodimonium chloride
Viscum Album Extract;viscum album extract
Viscum Album Extract;mistletoe extract
Sodium Dilauramidoglutamide Lysine;sodium dilauramidoglutamide lysine
Hydroxypropyl Bis-Hydroxyethyldimonium Chloride;hydroxypropyl bis-hydroxyethyldimonium chloride
Quercus Robur Wood Extract;quercus robur wood extract
Polyglyceryl-6 Caprylate;polyglyceryl-6 caprylate
Polyquaternium-16;polyquaternium-16
Pyrus Malus Fiber;pyrus malus fiber
Ethyl Methylphenylglycidate;ethyl methylphenylglycidate
Stearamidopropyl Pg-Dimonium Chloride Phosphate;stearamidopropyl pg-dimonium chloride phosphate
Polyurethane-39;polyurethane-39
Lilium Tigrinum Extract;lilium tigrinum extract
Lilium Tigrinum Extract;tiger lily
Poloxamer 182;poloxamer 182
Emulsifying Wax Nf;emulsifying wax nf
Ethyl Hydroxypyrone;ethyl hydroxypyrone
Ethyl Dimethyl-Methylenecyclohexenecarboxylate;ethyl dimethyl-methylenecyclohexenecarboxylate
Azadirachta Indica Seed Oil;azadirachta indica seed oil
Azadirachta Indica Seed Oil;neem seed oil
Anhydroglucitol;anhydroglucitol
Capramide Dea;capramide dea
Polyester-2;polyester-2
Silkworm Extract;silkworm extract
Caprylyl Glucoside;caprylyl glucoside
Ethyl Ether;ethyl ether
4-Hydroxybutyl Acrylate;4-hydroxybutyl acrylate
Streptococcus Oralis;streptococcus oralis
Camellia Oleifera Seed Extract;camellia oleifera seed extract
Lythrum Salicaria Extract;lythrum salicaria extract
Sodium Hyaluronate Crosspolymer-3;sodium hyaluronate crosspolymer-3
Lactobacillus/Scutellaria Baicalensis Root Extract Ferment Filtrate;lactobacillus/scutellaria baicalensis root extract ferment filtrate
Polyglyceryl-2 Tetraisostearate;polyglyceryl-2 tetraisostearate
Acid Red 14 Aluminum Lake;acid red 14 aluminum lake
Nepeta Cataria Extract;nepeta cataria extract
Nepeta Cataria Extract;catnip
Cestrum Latifolium Leaf Extract;cestrum latifolium leaf extract
C20-40 Alkyl Stearate;c20-40 alkyl stearate
Lanolin Oil;lanolin oil
Hydrogenated Methyl Abietate;hydrogenated methyl abietate
Euphrasia Officinalis Extract;euphrasia officinalis extract
Spiraea Ulmaria Extract;spiraea ulmaria extract
Oenothera Biennis Leaf Extract;oenothera biennis leaf extract
Hydrolyzed Yeast Protein;hydrolyzed yeast protein
Ammonium Glycyrrhizate;ammonium glycyrrhizate
Ammonium Glycyrrhizate;super sweet
Elaeis Guineensis Kernel Oil;elaeis guineensis kernel oil
Elaeis Guineensis Kernel Oil;palm kernel oil
Aesculus Hippocastanum Leaf Extract;aesculus hippocastanum leaf extract
Hydrogenated Soybean Oil;hydrogenated soybean oil
Bis-Butyldimethicone Polyglyceryl-3;bis-butyldimethicone polyglyceryl-3
Citrus Limon Peel;citrus limon peel
Stearamidopropyl Dimethylamine;stearamidopropyl dimethylamine
Isoceteth-10;isoceteth-10
Carica Papaya Fruit Water;carica papaya fruit water
Santalum Austrocaledonicum Wood Oil;santalum austrocaledonicum wood oil
Hexanediol;hexanediol
Prunus Persica Gum;prunus persica gum
Calcium Lactate;calcium lactate
Ethylhexyl Isononanoate;ethylhexyl isononanoate
Ppg-20 Methyl Glucose Ether Distearate;ppg-20 methyl glucose ether distearate
Murraya Koenigii Stem Extract;murraya koenigii stem extract
Peg-7 Trimethylolpropane Coconut Ether;peg-7 trimethylolpropane coconut ether
Gleditsia Triacanthos Seed Extract;gleditsia triacanthos seed extract
Polyglyceryl Dimer Soyate;polyglyceryl dimer soyate
Diphenylsiloxy Phenyl Trimethicone;diphenylsiloxy phenyl trimethicone
Phaseolus Radiatus Seed Powder;phaseolus radiatus seed powder
Cocoa Butter Peg-8 Esters;cocoa butter peg-8 esters
Zanthoxylum Piperitum Peel Extract;zanthoxylum piperitum peel extract
Disodium Glucose Phosphate;disodium glucose phosphate
Magnolia Acuminata Flower Extract;magnolia acuminata flower extract
Plumeria Rubra Flower Extract;plumeria rubra flower extract
Sd Alcohol 40-B;sd alcohol 40-b
Dimethylacrylamide;dimethylacrylamide
Tripropylene Glycol;tripropylene glycol
Cedrus Atlantica Bark Oil;cedrus atlantica bark oil
Cedrus Atlantica Bark Oil;cedarwood essential oilcedarwood bark oil
Isopropyl Titanium Triisostearate;isopropyl titanium triisostearate
Myristica Fragrans Kernel Oil;myristica fragrans kernel oil
Zinc Coceth Sulfate;zinc coceth sulfate
Olive Alcohol;olive alcohol
Dipentaerythrityl Hexahydroxystearate;dipentaerythrityl hexahydroxystearate
Citrus Tangerina Peel Oil;citrus tangerina peel oil
Citrus Tangerina Peel Oil;tangerine essential oil
Stearyl/Octyldodecyl Citrate Crosspolymer;stearyl/octyldodecyl citrate crosspolymer
Peg-5 Ethylhexanoate;peg-5 ethylhexanoate
Myrtus Communis Leaf Extract;myrtus communis leaf extract
Trideceth-9;trideceth-9
Diospyros Kaki Fruit Extract;diospyros kaki fruit extract
Diospyros Kaki Fruit Extract;persimmon extract
Diospyros Kaki Fruit Extract;chinese persimmon extract
Diospyros Kaki Fruit Extract;japanese persimmon extract
N-Hydroxysuccinimide;n-hydroxysuccinimide
Calcium Gluconate;calcium gluconate
Calcium Behenate;calcium behenate
Methyl Methacrylate/Glycol Dimethacrylate Crosspolymer;methyl methacrylate/glycol dimethacrylate crosspolymer
Polyglyceryl-4 Caprylate;polyglyceryl-4 caprylate
Peg-6 Beeswax;peg-6 beeswax
Salicylyl Beeswax;salicylyl beeswax
Ascorbyl Linoleate;ascorbyl linoleate
Peg-8 Beeswax;peg-8 beeswax
Caryodendron Orinocense Nut Oil;caryodendron orinocense nut oil
Lilium Candidum Flower Extract;lilium candidum flower extract
Pfaffia Paniculata Root Extract;pfaffia paniculata root extract
Ptychopetalum Olacoides Bark/Stem Extract;ptychopetalum olacoides bark/stem extract
Calanthe Discolor Extract;calanthe discolor extract
Quercus Acutissima Fruit Extract;quercus acutissima fruit extract
C30-45 Alkyl Methicone;c30-45 alkyl methicone
Tetrafluoropropene;tetrafluoropropene
Cetearyl Nonanoate;cetearyl nonanoate
Althaea Rosea Flower Water;althaea rosea flower water
Polyurethane-2;polyurethane-2
Sorbitan Oleate Decylglucoside Crosspolymer;sorbitan oleate decylglucoside crosspolymer
Sorbitan Oleate Decylglucoside Crosspolymer;poly suga mulse d9
Ammonium Acrylates Copolymer;ammonium acrylates copolymer
Stearyl Pg-Dimonium Chloride Phosphate;stearyl pg-dimonium chloride phosphate
Pyrus Communis Flower Water;pyrus communis flower water
Ppg-17-Buteth-17;ppg-17-buteth-17
Ppg-6-Decyltetradeceth-30;ppg-6-decyltetradeceth-30
Commiphora Abyssinica Resin Extract;commiphora abyssinica resin extract
Glycyrrhiza Inflata Root Extract;glycyrrhiza inflata root extract
Tricaprylin;tricaprylin
Isostearamidopropyl Ethyldimonium Ethosulfate;isostearamidopropyl ethyldimonium ethosulfate
Rhus Semialata Gall Extract;rhus semialata gall extract
Myrothamnus Flabellifolia Callus Culture Extract;myrothamnus flabellifolia callus culture extract
Hexyldecyl Laurate;hexyldecyl laurate
Cetyl Peg/Ppg-15/15 Butyl Ether Dimethicone;cetyl peg/ppg-15/15 butyl ether dimethicone
Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone;lauryl peg-9 polydimethylsiloxyethyl dimethicone
Peg-8 Dimethicone;peg-8 dimethicone
Sodium Diethylenetriamine Pentamethylene Phosphonate;sodium diethylenetriamine pentamethylene phosphonate
Octyldodecyl Neopentanoate;octyldodecyl neopentanoate
C12-14 Pareth-7;c12-14 pareth-7
Acrylates/Ethylhexyl Acrylate/Dimethicone Methacrylate Copolymer;acrylates/ethylhexyl acrylate/dimethicone methacrylate copolymer
Opuntia Ficus-Indica Stem;opuntia ficus-indica stem
Arginine Ferulate;arginine ferulate
Rhus Semialata Extract;rhus semialata extract
Sodium Silicate;sodium silicate
Dipeptide-10;dipeptide-10
Polylysine;polylysine
Baptisia Tinctoria Root Extract;baptisia tinctoria root extract
Baptisia Tinctoria Root Extract;horseflyweed
C30-38 Olefin/Isopropyl Maleate/Ma Copolymer;c30-38 olefin/isopropyl maleate/ma copolymer
Sophora Angustifolia Root Extract;sophora angustifolia root extract
Laurdimonium Hydroxypropyl Hydrolyzed Soy Protein;laurdimonium hydroxypropyl hydrolyzed soy protein
Citrus Paradisi Juice;citrus paradisi juice
Thymus Mastichina Herb Oil;thymus mastichina herb oil
Myristoyl Pullulan;myristoyl pullulan
Ppg-10 Methyl Glucose Ether;ppg-10 methyl glucose ether
Bacillus/Citrus Unshiu Peel Extract Ferment Filtrate;bacillus/citrus unshiu peel extract ferment filtrate
Citrus Junos Peel Oil;citrus junos peel oil
Citrus Junos Peel Oil;yuzu peel oil
Disodium Succinate;disodium succinate
Magnolia Liliflora Flower Extract;magnolia liliflora flower extract
Hydrolyzed Royal Jelly Extract;hydrolyzed royal jelly extract
Terminalia Arjuna Bark Extract;terminalia arjuna bark extract
Tilia Cordata Extract;tilia cordata extract
Propylene Glycol Dicaprylate/Dicaprate;propylene glycol dicaprylate/dicaprate
Musa Sapientum Leaf Extract;musa sapientum leaf extract
Peg-15/Lauryl Dimethicone Crosspolymer;peg-15/lauryl dimethicone crosspolymer
Ci 19140;ci 19140
Ci 19140;tartrazine
Chaenomeles Sinensis Fruit Extract;chaenomeles sinensis fruit extract
Buttermilk Powder;buttermilk powder
Juniperus Communis Fruit Extract;juniperus communis fruit extract
Hydrogenated Polycyclopentadiene;hydrogenated polycyclopentadiene
Caprooyl Sphingosine;caprooyl sphingosine
Steareth-2;steareth-2
Polyglyceryl-6 Dioleate;polyglyceryl-6 dioleate
Eugenia Caryophyllus Flower Extract;eugenia caryophyllus flower extract
Oryza Sativa Hull Extract;oryza sativa hull extract
Butylene Glycol Isostearates;butylene glycol isostearates
Eugenia Caryophyllus Bud Oil;eugenia caryophyllus bud oil
Peg-8 Methyl Ether Triethoxysilane;peg-8 methyl ether triethoxysilane
Schisandrin;schisandrin
Sargachromanol C;sargachromanol c
Sambucus Nigra Flower Extract;sambucus nigra flower extract
Aniba Rosodora Wood Oil;aniba rosodora wood oil
Aphanothece Sacrum Polysaccharide;aphanothece sacrum polysaccharide
Montan/Stearic Glycerides;montan/stearic glycerides
Thymus Mastichina Flower Oil;thymus mastichina flower oil
Hylocereus Undatus Fruit Extract;hylocereus undatus fruit extract
Prunus Amygdalus Amara Kernel Oil;prunus amygdalus amara kernel oil
Momordica Charantia Fruit Extract;momordica charantia fruit extract
Diethylhexyl Ipdi;diethylhexyl ipdi
Coco-Caprylate;coco-caprylate
Citrus Limon Leaf Oil;citrus limon leaf oil
Cupressus Sempervirens Leaf Oil;cupressus sempervirens leaf oil
Phenylisopropyl Dimethicone;phenylisopropyl dimethicone
Cedrus Atlantica Wood Oil;cedrus atlantica wood oil
Tridecyl Salicylate;tridecyl salicylate
Methylheptyl Isostearate;methylheptyl isostearate
Ci 16035;ci 16035
Ci 16035;d & c red #40
Ci 16035;red 40
Ci 16035;allura red ac
Polyester-6;polyester-6
Saxifraga Sarmentosa Extract;saxifraga sarmentosa extract
10-Hydroxydecanoic Acid;10-hydroxydecanoic acid
Rosa Davurica Bud Extract;rosa davurica bud extract
Capryl Dimethicone;capryl dimethicone
Benzophenone-3;benzophenone-3
Benzophenone-3;oxybenzonebp-3
Isopropylphthalimide;isopropylphthalimide
Ci 77742;ci 77742
Saccharomyces/Calcium Ferment;saccharomyces/calcium ferment
Peg-8/Smdi Copolymer;peg-8/smdi copolymer
Vaccinium Myrtillus Leaf Cell Extract;vaccinium myrtillus leaf cell extract
Acrylates/C12-22 Alkyl Methacrylate Copolymer;acrylates/c12-22 alkyl methacrylate copolymer
Coriandrum Sativum Seed Extract;coriandrum sativum seed extract
Plumeria Acutifolia Flower Extract;plumeria acutifolia flower extract
Ligularia Fishceri Leaf Extract;ligularia fishceri leaf extract
