Ingredient ID,Ingredient,Usage,No.of products contained in
3744,Rabdosia Rubescens Extract,Skin Conditioning,1
3745,Peg-9 Polydimethylsiloxyethyl Di...,"Emulsifying, Skin Conditioning",185
3746,Capparis Spinosa Bud Extract,Skin Conditioning,3
3747,Apricot Kernel Oil Polyglyceryl-...,"Emollient, Emulsifying, Skin Conditioning",6
3748,Behenyl PCA,Skin Conditioning,9
3749,Sodium Oleate,"Cleansing, Emulsifying",58
3750,Cocamide Methyl Mea,"Foam Boosting, Surfactant, Viscosity Controlling",30
3751,Undecylenoyl Glycine,Cleansing,41
3752,Sodium Tallowate,"Cleansing, Emulsifying",13
3753,Sodium Trimetaphosphate,Buffering,3
3754,Gluconobacter Ferment Filtrate,"Humectant, Skin Protecting",4
3755,Aluminum Acetate,"Antimicrobial, Astringent",2
3756,Cerasus Youkou Leaf Extract,Skin Conditioning,1
3757,C12-15 Pareth-3,Emulsifying,3
3758,Adipic Acid,"Masking, Buffering",21
3759,Oldenlandia Diffusa Extract,Skin Conditioning,9
3760,Benzyl Nicotinate,Skin Conditioning,19
3761,Acrylic Acid/Stearyl Acrylate Co...,Emulsion Stabilising,1
3762,C18-36 Acid Triglyceride,"Emollient, Skin Conditioning",40
3763,Rhus Verniciflua Peel Cera,"Emollient, Stabilising",19
3764,Sodium Lauroyl Oat Amino Acids,"Cleansing, Skin Conditioning",54
3765,Dipentaerythrityl Pentaisononanoate,"Emollient, Skin Conditioning",9
3766,Carbenia Benedicta Extract,"Skin Conditioning, Tonic",3
3767,Polyglyceryl-3 Palmitate,"Emollient, Emulsifying",1
3768,Sodium Metasilicate,Buffering,2
3769,Citrus Aurantifolia Oil,"Cleansing, Masking, Perfuming",159
3770,Acacia Decurrens Flower Cera,"Emollient, Skin Conditioning, Skin Protecting",21
3771,Peg-150/Decyl Alcohol/Smdi Copol...,"Film Forming, Viscosity Controlling",2
3772,Hydroxyethyl Cetearamidopropyldi...,Skin Conditioning,1
3773,Steareth-5,Emulsifying,0
3774,Steareth-8,Emulsifying,1
3775,Jasminum Officinale Extract,"Masking, Moisturising, Skin Conditioning",51
3776,Pseudozyma Epicola/Camellia Sine...,"Emulsion Stabilising, Humectant, Skin Conditioning",2
3777,Gardenia Jasminoides Fruit,Skin Conditioning,1
3778,Manganese Chloride,Skin Conditioning,2
3779,Polyurethane-79,"Film Forming, Viscosity Controlling",11
3780,Sodium Saccharin,Masking,33
3781,Linalyl Acetate,Masking,28
3782,Apricot Kernel Oil Propylene Gly...,Skin Conditioning,0
3783,Trideceth-12,Emulsifying,141
3784,Citrus Paradisi Seed Extract,"Masking, Perfuming",17
3785,Jasminum Officinale Flower/Leaf ...,"Masking, Moisturising, Perfuming",54
3786,Nephelium Lappaceum Peel Extract,Skin Conditioning,4
3787,Glycine Soja Seed,Skin Conditioning,1
3788,Yucca Aloifolia Leaf/Root Extract,"Masking, Skin Protecting",2
3789,Dodecane,Perfuming,37
3790,Nannochloropsis Oceanica Extract,Skin Conditioning,2
3791,Quercetin Caprylate,"Skin Conditioning, Antioxidant",1
3792,Cupressus Sempervirens Leaf/Stem...,Skin Conditioning,21
3793,Polyurethane-35,Binding,23
3794,Tourmaline Extract,Skin Conditioning,4
3795,Sodium Acrylates Crosspolymer-2,Absorbent,57
3796,Isosteareth-200 Linoleate,"Emollient, Skin Conditioning",2
3797,Prunus Serotina Juice,Skin Conditioning,1
3798,Rosa Damascena Flower Wax,Masking,11
3799,Hydrogenated Sunflower Seed Oil ...,"Emulsifying, Emulsion Stabilising, Skin Conditioning",11
3800,Acetyl Hydroxyproline,"Emollient, Humectant, Skin Conditioning",4
3801,Sucrose Polycottonseedate,"Emollient, Emulsifying, Skin Conditioning",2
3802,Cetearamidoethyldiethonium Succi...,Cleansing,12
3803,Acrylates/Acrylamide Copolymer,Moisturising,5
3804,Acrylic Acid,Nail Conditioning,17
3805,Tetrahydrocurcumin,Antioxidant,6
3806,Rubus Fruticosus Seed,Skin Conditioning,9
3807,Thymus Vulgaris Extract,"Perfuming, Skin Conditioning",128
3808,Sd Alcohol 40,"Astringent, Solvent",11
3809,Triticum Vulgare Germ Protein,"Emollient, Skin Conditioning",2
3810,Sr-Dog Polypeptide-1,Skin Protecting,1
3811,Hydroxyethyl Behenamidopropyl Di...,"Antistatic, Hair Conditioning",6
3812,Rumex Acetosa Leaf Extract,"Emollient, Skin Conditioning",2
3813,Prunus Mume Fruit,Abrasive,1
3814,Octyldodecyl Methoxycrylene,Solvent,0
3815,Soyamidopropyl Ethyldimonium Eth...,"Antistatic, Surfactant",2
3816,Trifluoropropyl Dimethicone,Skin Conditioning,2
3817,Nelumbo Nucifera Root Water,Tonic,7
3818,Allium Victorialis Extract,"Skin Conditioning, Antioxidant, Skin Protecting",2
3819,Tripleurospermum Maritimum Extract,Skin Protecting,9
3820,Sambucus Nigra Fruit Juice,"Astringent, Skin Conditioning",4
3821,Lauryl Peg-10 Tris(Trimethylsilo...,"Emulsifying, Skin Conditioning",64
3822,Satureja Hortensis Extract,"Masking, Skin Conditioning",1
3823,Triticum Aestivum Seed Extract,"Perfuming, Skin Conditioning",7
3824,Dipentaerythrityl Hexaacrylate,Nail Conditioning,3
3825,Aphanothece Sacrum Exopolysaccha...,"Absorbent, Emulsion Stabilising",5
3826,Argania Spinosa Seedcake,"Emollient, Skin Conditioning",7
3827,Saussurea Involucrata Callus Ext...,"Emollient, Skin Conditioning, Antioxidant",2
3828,Barm Extract,Skin Conditioning,6
3829,Sodium C12-15 Pareth-12 Carboxylate,Cleansing,1
3830,Soyamidopropyl Dimethylamine,Emulsifying,1
3831,Citrus Aurantium Sinensis Fiber,Emulsion Stabilising,1
3832,Euphorbia Cerifera Cera Extract,"Binding, Film Forming",1
3833,Rosin/Formaldehyde Copolymer,Depilatory,4
3834,Terminalia Arjuna Bark,Skin Protecting,1
3835,Glycerophosphocholine,Skin Conditioning,2
3836,Bambusa Vulgaris Stem Powder,Skin Conditioning,2
3837,Tasmannia Lanceolata Fruit Extract,Skin Conditioning,13
3838,Alpinia Zerumbet Seed Extract,"Antimicrobial, Antioxidant",5
3839,Argania Spinosa Leaf Cell Extract,Skin Conditioning,1
3840,Stearalkonium Bentonite,Gel Forming,44
3841,Inula Britannica Flower Extract,Skin Conditioning,3
3842,Sodium Oleth Sulfate,"Cleansing, Emulsifying, Foaming",10
3843,Ppg-3 Benzyl Ether Myristate,"Emollient, Solvent, UV Absorber",82
3844,Rosa Multiflora Root Extract,Skin Conditioning,1
3845,Angelica Acutiloba Root Water,Skin Conditioning,8
3846,Calcium Silicate,Absorbent,34
3847,Citrus Grandis Juice,"Astringent, Skin Conditioning, Tonic",2
3848,Prunus Spinosa Fruit Juice,"Astringent, Masking, Skin Conditioning",2
3849,Soy Acid,"Emollient, Emulsifying",6
3850,Pimpinella Anisum Fruit Extract,"Masking, Skin Conditioning",19
3851,Tamarindus Indica Extract,Smoothing,11
3852,Decyl Oleate,"Emollient, Skin Conditioning",70
3853,Avocado Oil Polyglyceryl-6 Esters,"Emollient, Emulsifying, Skin Conditioning",2
3854,Ci 77289,Cosmetic Colorant,115
3855,Dictyopteris Membranacea Extract,Antioxidant,8
3856,Bacillus/Monascus/Walnut Shell/S...,Antioxidant,0
3857,Olive Oil Peg-8 Esters,"Emollient, Emulsifying",19
3858,Earthworm Secretion,"Emollient, Humectant, Skin Conditioning",1
3859,Lactobacillus/Rhodopseudomonas/S...,"Emollient, Skin Conditioning",0
3860,Vinyl Cyclohexene Carboxaldehyde,Masking,2
3861,Acrylates/Vinyl Isodecanoate Cro...,Emulsion Stabilising,12
3862,Propylene Glycol Laurate,Skin Conditioning,25
3863,Tuber Magnatum Extract,Skin Conditioning,42
3864,Vibrio Alginolyticus Ferment Fil...,"Skin Conditioning, Abrasive",8
3865,Acer Rubrum Bark Extract,Skin Conditioning,6
3866,Amyl Cinnamal,Perfuming,187
3867,Ci 74260,Cosmetic Colorant,4
3868,Peg/Ppg-17/6 Copolymer,Solvent,125
3869,Garcinia Mangostana Fruit Juice,"Skin Conditioning, Antioxidant",0
3870,Saccharomyces/Pineapple Fruit/Su...,"Humectant, Skin Conditioning",0
3871,Babassuamidopropyl Betaine,"Cleansing, Skin Conditioning",17
3872,Acid Yellow 3 Aluminum Lake,Hair Dyeing,38
3873,Quartz Powder,Abrasive,9
3874,Scutellaria Lateriflora Extract,Skin Conditioning,6
3875,Cetyl Acetate,"Emollient, Masking, Skin Conditioning",20
3876,Undeceth-11,"Emollient, Emulsifying, Skin Conditioning",8
3877,Rh-Polypeptide-111,"",2
3878,Myristyl 3-Glyceryl Ascorbate,"Humectant, Antioxidant",1
3879,Butyloctanol,"Humectant, Solvent",10
3880,Symphytum Officinale Root Extract,"Skin Conditioning, Soothing",28
3881,Methyl 2-Octynoate,Perfuming,10
3882,Tea-Lauryl Sulfate,"Cleansing, Emulsifying, Foaming",20
3883,Ethyl Vanillin,"Masking, Soothing",75
3884,Hydrolyzed Banana Fruit,"Astringent, Skin Protecting",0
3885,Ecklonia Laminaria Extract,Skin Conditioning,8
3886,Myroxylon Balsamum Pereirae Bals...,Perfuming,0
3887,Prunus Mume Seed Extract,Skin Conditioning,3
3888,Liver Cell Extract,"Skin Conditioning, Skin Protecting",1
3889,Disodium Carboxyethyl Siliconate,Skin Conditioning,5
3890,Salvia Hispanica Seed,Abrasive,2
3891,Pancratium Maritimum Extract,Bleaching,64
3892,Polyacrylate-2 Crosspolymer,Film Forming,1
3893,Vitis Vinifera Callus Culture Ex...,"",7
3894,Adonis Amurensis/Akebia Quinata/...,Skin Conditioning,0
3895,Chamomilla Recutita Flower/Lavan...,Skin Conditioning,1
3896,Polyurethane Crosspolymer-1,Binding,6
3897,Sodium Sorbate,Preservative,4
3898,Polyurethane-10,Film Forming,11
3899,Matricaria Recutita Flower Oil,Perfuming,26
3900,Isostearyl Sebacate,Skin Conditioning,3
3901,Mentha Arvensis Powder,"Masking, Refreshing",7
3902,Sodium Acryloyldimethyltaurate C...,Emulsion Stabilising,17
3903,Quercus Infectoria Gall Extract,"Antiseborrhoeic, Astringent, Skin Conditioning",1
3904,Raspberry Seed Oil/Palm Oil Amin...,Skin Conditioning,7
3905,Ppg-1 Trideceth-6,Skin Conditioning,90
3906,Polyquaternium-52,Hair Conditioning,3
3907,Paeonia Lactiflora Root,Skin Conditioning,1
3908,Citrus Grandis Seed Extract,"Astringent, Perfuming, Skin Conditioning",116
3909,Glyceryl Undecyl Dimethicone,Film Forming,30
3910,Polyquaternium-4,"Antistatic, Film Forming",20
3911,Polyacrylate-1,"Hair Conditioning, Film Forming",1
3912,Cucumis Melo Seed Extract,Skin Conditioning,12
3913,Hydrogenated Palm Oil,"Emollient, Emulsifying, Skin Conditioning",44
3914,Paeonia Suffruticosa Seed Oil,"Emollient, Skin Conditioning",2
3915,Polyquaternium-2,"Antistatic, Film Forming",1
3916,Sericin,"Skin Conditioning, Smoothing",38
3917,Tilia Cordata Leaf Extract,Humectant,3
3918,Polyglyceryl-6 Diisostearate,Emulsifying,1
3919,Biphenyl Azepanyl Methanone,"Skin Conditioning, Skin Protecting",4
3920,Saponaria Officinalis Extract,Skin Conditioning,17
3921,Sodium Cocoyl Methyl Isethionate,Surfactant,3
3922,Glycereth-18,"Humectant, Skin Conditioning",9
3923,Glyceryl Rosinate,Perfuming,17
3924,Phaeodactylum Tricornutum Extract,"Humectant, Soothing",14
3925,Glycerophosphoinositol Lysine,"",2
3926,Aminopropyl Phenyl Trimethicone,Skin Conditioning,2
3927,Methylethanolamine,Buffering,2
3928,Sucrose Palmitate,"Emollient, Emulsifying, Skin Conditioning",98
3929,Guaiacum Officinale Wood Oil,"Masking, Perfuming",1
3930,Sasa Veitchii Leaf Extract,Skin Conditioning,5
3931,Polyglyceryl-10 Distearate,Emulsifying,16
3932,Hamamelis Virginiana Bark/Twig E...,"Astringent, Skin Conditioning",7
3933,Stevia Rebaudiana Leaf/Stem Extract,Masking,26
3934,Horse Fat,Skin Conditioning,5
3935,Hydrogenated Butylene/Ethylene/S...,"Emollient, Skin Conditioning",3
3936,Laureth-9,Emulsifying,45
3937,Punica Granatum Juice Extract,Skin Conditioning,4
3938,Polyacrylate-3,Viscosity Controlling,2
3939,Cellulose Acetate Propionate,Film Forming,1
3940,Methyl Methacrylate/Peg/Ppg-4/3 ...,Film Forming,4
3941,Hydrolyzed Myrtus Communis Leaf ...,Skin Protecting,26
3942,Glycine Soja Germ Extract,"Emollient, Skin Conditioning",31
3943,Hydroxylated Lanolin,"Emollient, Emulsifying, Skin Conditioning",13
3944,Polyglyceryl-3 Caprate,Emulsifying,42
3945,Leontopodium Alpinum Flower/Leaf...,Skin Conditioning,45
3946,Copper Carbonate Hydroxide,Antimicrobial,1
3947,Nasturtium Officinale Flower Oil,Perfuming,2
3948,Copernicia Cerifera Cera,"Emollient, Skin Conditioning",130
3949,Ocimum Basilicum Leaf,Tonic,3
3950,Monascus Extract,Skin Conditioning,22
3951,Schizosaccharomyces Ferment Filt...,"Humectant, Skin Conditioning",2
3952,Lavandula Hybrida Grosso Herb Oil,Perfuming,4
3953,Glechoma Hederacea Extract,"Skin Conditioning, Tonic",4
3954,Saccharomyces/Platinum Ferment,Skin Conditioning,2
3955,Zingiber Officinale Extract,Skin Conditioning,12
3956,Polyglyceryl-3 Laurate,Emulsifying,26
3957,Gamma-Decalactone,Perfuming,8
3958,Glycereth-7 Trimethyl Ether,Skin Conditioning,7
3959,Cypripedium Pubescens Extract,"Skin Conditioning, Tonic",1
3960,Dioctyldodecyl Dodecanedioate,"Emollient, Skin Conditioning",3
3961,Gaultheria Procumbens Leaf Oil,"Masking, Perfuming",5
3962,Sodium C16-18 Olefin Sulfonate,"Cleansing, Foaming",0
3963,Tea-Alginate,Emulsion Stabilising,1
3964,Echinacea Angustifolia Extract,"Moisturising, Skin Conditioning, Soothing",21
3965,Sodium Styrene/Ma Copolymer,"Emulsion Stabilising, Skin Conditioning",3
3966,Crambe Maritima Extract,Skin Protecting,3
3967,Chamomilla Recutita Flower/Leaf/...,Skin Conditioning,3
3968,Ceteth-3,Emulsifying,20
3969,Pentaerythrityl Stearate/Caprate...,Emollient,5
3970,"1,5-Pentanediol",Solvent,6
3971,Verbena Officinalis Leaf Extract,"Masking, Skin Conditioning",8
3972,Acrylates Crosspolymer,Absorbent,24
3973,"1,10-Decanediol",Solvent,13
3974,Decapeptide-4,Skin Conditioning,6
3975,Polyglyceryl-2 Isostearate/Dimer...,"Emollient, Skin Protecting",52
3976,Achillea Millefolium Oil,"Cleansing, Masking, Perfuming",23
3977,Ci 45350,Cosmetic Colorant,3
3978,Glyceryl Tri-Hydrogenated Rosinate,Emollient,3
3979,Polyglyceryl-6 Distearate,Emulsifying,97
3980,Ethyl Vanillate,Perfuming,29
3981,Pentaclethra Macroloba Seed Oil,Emollient,18
3982,Robinia Pseudoacacia Flower Extract,"Skin Conditioning, Tonic",6
3983,Rosa Damascena Callus Culture Ex...,"Humectant, Antioxidant, Skin Protecting",4
3984,Rna,Skin Conditioning,11
3985,Rubber Latex,"Opacifying, Film Forming",5
3986,Rosmarinus Officinalis Flower Oil,Perfuming,6
3987,Maltol,"Masking, Tonic",14
3988,Equisetum Hyemale Extract,Skin Conditioning,7
3989,Disodium C12-14 Pareth-2 Sulfosu...,"Cleansing, Skin Conditioning",3
3990,Ribes Nigrum Fruit,"Astringent, Skin Conditioning",3
3991,Bis-Hydroxyethoxypropyl Dimethic...,Film Forming,0
3992,Ferula Galbaniflua Resin Oil,"Antimicrobial, Perfuming, Tonic",36
3993,Ceteth-5,Emulsifying,20
3994,Platycarya Strobilacea Extract,Skin Conditioning,5
3995,Rh-Polypeptide-33,"Skin Conditioning, Skin Protecting",2
3996,Potassium Acrylates/C10-30 Alkyl...,Film Forming,1
3997,Peg-100 Castor Oil,Emulsifying,0
3998,Brassicyl Isoleucinate Esylate,Emulsion Stabilising,14
3999,Cananga Odorata Flower Extract,"Perfuming, Skin Conditioning",45
4000,Brassica Alcohol,"Emollient, Emulsion Stabilising",26
4001,Cetearyl Methicone,Skin Conditioning,18
4002,Boswellia Carterii Gum,Perfuming,3
4003,Raphanus Sativus Root Extract,"Astringent, Skin Conditioning",29
4004,Lavandula Angustifolia Flower Oil,Masking,33
4005,Mucor Miehei Extract,Astringent,6
4006,Peg-8 Dimethicone/Polysorbate 20...,Emulsion Stabilising,1
4007,2-Ethylhexylal,Solvent,2
4008,Glucuronic Acid,"Humectant, Buffering",14
4009,Ethyl Canolate,Skin Conditioning,1
4010,Calcium Alginate,Masking,27
4011,C8-12 Acid Triglyceride,"Skin Conditioning, Solvent",8
4012,Quillaja Saponaria Wood Extract,Skin Conditioning,12
4013,Sodium Acrylate/Acryloyldimethyl...,Emulsion Stabilising,10
4014,Passiflora Incarnata Flower Extract,"Skin Conditioning, Skin Protecting",30
4015,Pyrus Communis Flower Extract,Skin Conditioning,8
4016,Adenium Obesum Leaf Extract,Skin Conditioning,3
4017,Quaternium-98,"Emollient, Skin Conditioning",2
4018,Polyglyceryl-10 Palmate,"Emulsifying, Skin Conditioning",13
4019,Mahonia Aquifolium Root Extract,Astringent,11
4020,"Dimethyl 2,6-Naphthalate",Skin Conditioning,5
4021,Carex Humillis Root Extract,Skin Conditioning,1
4022,Zinc Coco-Sulfate,"Cleansing, Emulsifying",1
4023,Gamma-Undecalactone,"Perfuming, Skin Conditioning",11
4024,Schizandra Sphenanthera Fruit Ex...,"Antiseborrhoeic, Skin Conditioning, Antioxidant",4
4025,Saposhnikovia Divaricata Root Ex...,Antimicrobial,7
4026,Cocos Nucifera Fruit Powder,Skin Conditioning,11
4027,Polyphenylsilsesquioxane,"Binding, Opacifying, Film Forming",11
4028,Viola Odorata Oil,"Masking, Tonic",3
4029,Peg-120 Distearate,Emulsifying,1
4030,Theobroma Cacao Fruit Powder,Skin Conditioning,19
4031,Tamarindus Indica Seed Extract,"Emollient, Humectant, Skin Conditioning",11
4032,Sunflower Seed Oil Glycereth-8 E...,"Cleansing, Emulsifying",1
4033,Cordyceps Bassiana Extract,Skin Conditioning,1
4034,Linaria Cymbalaria Flower/Leaf/S...,Skin Conditioning,1
4035,Peg/Ppg-17/18 Dimethicone,Emulsifying,16
4036,Polyquaternium-113,Hair Conditioning,2
4037,Stearyl Caprylate,"Emollient, Skin Conditioning",18
4038,Lysolecithin,Emulsifying,110
4039,Citronellyl Acetate,Masking,4
4040,Evernia Furfuracea Extract,Perfuming,5
4041,Pinus Sylvestris Cone Extract,"Masking, Perfuming",6
4042,Selaginella Lepidophylla Extract,Emollient,51
4043,Lespedeza Capitata Extract,Skin Conditioning,4
4044,Sunflower Seed Acid,Cleansing,2
4045,Lanolin Wax,Emollient,1
4046,Stearoxypropyltrimonium Chloride,Cleansing,1
4047,Calcium Dihydrogen Phosphate,Buffering,2
4048,Sodium Grapeseedamidopropyl Pg-D...,Skin Conditioning,1
4049,Melissa Officinalis Flower/Leaf/...,"Soothing, Tonic",5
4050,Maackia Fauriei Stem Extract,"Antimicrobial, Skin Conditioning, Antioxidant",1
4051,Mentha Spicata Herb Extract,Perfuming,0
4052,Ocimum Basilicum Leaf Extract,Skin Conditioning,48
4053,Castor Oil Hydrogenated Ethoxylated,Perfuming,3
4054,Lindera Strychnifolia Root Extract,Skin Conditioning,11
4055,Phenethyl Dimethicone,Emollient,4
4056,Ictasol,Antimicrobial,1
4057,Calcium Oxide,Buffering,2
4058,Sucrose Distearate,"Emollient, Emulsifying, Skin Conditioning",82
4059,Sodium Stearoyl Lactylate,Emulsifying,163
4060,Steareth-10,Emulsifying,22
4061,Hydroxystearic/Linolenic/Oleic P...,"Emollient, Emulsion Stabilising, Skin Conditioning",24
4062,Dilauryl Thiodipropionate,Antioxidant,25
4063,Amylose,Humectant,1
4064,Bis-Ethoxydiglycol Cyclohexane 1...,"Emollient, Emulsion Stabilising, Humectant",21
4065,Polyimide-1,Film Forming,26
4066,Michelia Alba Flower Oil,Masking,21
4067,Ceteth-10,Emulsifying,13
4068,Triticum Aestivum Germ Extract,"Skin Conditioning, Antioxidant",0
4069,Loess Extract,Skin Conditioning,4
4070,Hydroxypropyltrimonium Lemon Pro...,Humectant,7
4071,Polyquaternium-68,Film Forming,4
4072,Hydrogenated Palm Glycerides,"Emollient, Emulsifying, Skin Conditioning",61
4073,Arctium Lappa Root Powder,Skin Conditioning,1
4074,Triticum Aestivum Leaf Extract,Antioxidant,4
4075,Disodium Tetramethylhexadecenyl ...,"Antimicrobial, Antiseborrhoeic, Skin Conditioning",1
4076,Fragaria Ananassa Seed Oil,"Skin Conditioning, Antioxidant",20
4077,Pimenta Racemosa Leaf/Fruit Oil,Perfuming,2
4078,Isobornyl Acrylate,Film Forming,0
4079,"Poly(1,2-Butanediol)-6 Propylene...",Solvent,0
4080,Methoxyphenylbutanone,Perfuming,3
4081,Hydrolyzed Oxidized Keratin,Skin Conditioning,1
4082,Pyracantha Fortuneana Fruit Extract,Skin Conditioning,4
4083,Calendula Officinalis Flower/Lea...,Skin Conditioning,3
4084,Maranta Arundinacea Root Powder,Skin Conditioning,30
4085,Thimerosal,Preservative,0
4086,Steartrimonium Bromide,Preservative,5
4087,Peg-6 Caprylate/Caprate,Emulsifying,31
4088,Polyacrylate Crosspolymer-11,"Emulsion Stabilising, Skin Conditioning",23
4089,Corchorus Olitorius Leaf Extract,Skin Conditioning,27
4090,Mea-Thiolactate,Hair Waving Or Straightening,1
4091,Piptadenia Colubrina Peel Extract,Humectant,2
4092,Polyglyceryl-10 Behenate/Eicosad...,"Emulsifying, Skin Conditioning",15
4093,Atractylodes Macrocephala Root E...,Skin Conditioning,4
4094,Sophora Japonica Bud Extract,"Skin Protecting, Soothing",5
4095,Canola Oil Unsaponifiables,Skin Conditioning,5
4096,Hericium Erinaceum Extract,Skin Conditioning,2
4097,Alluvial Mud,Abrasive,1
4098,Methyl Gluceth-20 Benzoate,"Emollient, Solvent",2
4099,Taraxacum Officinale Leaf Extract,Skin Conditioning,33
4100,Methylheptyl Myristate,"",1
4101,Terminalia Catappa Leaf Extract,Skin Conditioning,5
4102,Potassium Palmitoyl Hydrolyzed O...,Skin Conditioning,3
4103,Tea-Dextrin Octenylsuccinate,"Emollient, Emulsifying, Emulsion Stabilising",6
4104,Nephelium Lappaceum Branch/Fruit...,Skin Conditioning,7
4105,Polysilicone-9,"",13
4106,Brassica Alba Sprout Extract,Skin Conditioning,3
4107,Cellulose Acetate Phthalate,Film Forming,0
4108,Alanyl Ornithine,"",0
